Complex,Complex name,Complex short name,Subunit,Protein name,Protein,Evidence level,Citation,Comment
SSU_preA1_noRibosome,,0,PF3D7_0106700,small ribosomal subunit assembling AARP2 protein,Spaarp2 protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1471000,"RNA 3'-terminal phosphate cyclase-like protein, putative",Sprna 3'-terminal phosphate cyclase-like protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0722600,"U3 small nucleolar RNA-associated protein 7, putative",Sprna-associated protein 7,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1247900,"U3 small nucleolar RNA-associated protein 11, putative",Sprna-associated protein 11,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0803100,"U3 small nucleolar RNA-associated protein 14, putative",Sprna-associated protein 14,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1109400,"essential nuclear protein 1, putative",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1317900,"nucleolar complex protein 4, putative",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1469300,"pre-rRNA-processing protein PNO1, putative",Sppno1,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0409200,"protein SOF1, putative",Spsof1,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1358100,"Sas10 domain-containing protein, putative",Spsas10 domain-containing protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1020700,"N-acetyltransferase, GNAT family, putative",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1402500,"ribosomal protein S27a, putative",Sps27a,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0801500,"nucleolar protein 10, putative",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0208200,"KRR1 small subunit processome component, putative",Spkrr1 small subunit processome component,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0821500,"ribosomal RNA small subunit methyltransferase NEP1, putative",Spnep1,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1225500,"small subunit rRNA processing factor, putative",Sprna processing factor,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0818400,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1225300,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1250000,"rRNA-processing protein FCF2, putative",Spfcf2,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1333600,"U3 small nucleolar RNA-associated protein 4, putative",Sprna-associated protein 4,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0813300,"NPL domain-containing protein, putative",Spnpl domain-containing protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1359000,"conserved Plasmodium protein, unknown function",Sfplasmodium protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1352200,"U3 small nucleolar RNA-associated protein 15, putative",Sprna-associated protein 15,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0802300,"periodic tryptophan protein 2, putative",,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1307100,"U3 small nucleolar RNA-associated protein 6, putative",Sprna-associated protein 6,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1448000,"U3 small nucleolar RNA-associated protein 12, putative",Sprna-associated protein 12,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1013100,"U3 small nucleolar RNA-associated protein 13, putative",Sprna-associated protein 13,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1224200,"BRO1 domain-containing protein, putative",Spbro1 domain-containing protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1357700,"U3 small nucleolar RNA-associated protein 21, putative",Sprna-associated protein 21,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1422400,"nucleolar RNA-associated protein, putative",Sprna-associated protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0629600,"ribosomal RNA-processing protein 7, putative",Sprna-processing protein 7,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1108400,"casein kinase 2, alpha subunit",,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1103700,casein kinase II beta chain,Scii beta chain,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1342400,casein kinase II beta chain,Scii beta chain,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1407100,"rRNA 2'-O-methyltransferase fibrillarin, putative",Spo-methyltransferase fibrillarin,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1118500,"nucleolar protein 56, putative",,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1008800,"nucleolar protein 5, putative",,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1123900,"13 kDa ribonucleoprotein-associated protein, putative",Spda ribonucleoprotein-associated protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1226700,"U3 small nucleolar RNA-interacting protein 2, putative",Sprna-interacting protein 2,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1027100,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",Spmpp10,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1461200,"U3 small nucleolar ribonucleoprotein protein IMP3, putative",Spimp3,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0818800,"U3 small nucleolar ribonucleoprotein protein IMP4, putative",Spimp4,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0106700,small ribosomal subunit assembling AARP2 protein,Spaarp2 protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1471000,"RNA 3'-terminal phosphate cyclase-like protein, putative",Sprna 3'-terminal phosphate cyclase-like protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0722600,"U3 small nucleolar RNA-associated protein 7, putative",Sprna-associated protein 7,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1247900,"U3 small nucleolar RNA-associated protein 11, putative",Sprna-associated protein 11,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0803100,"U3 small nucleolar RNA-associated protein 14, putative",Sprna-associated protein 14,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1109400,"essential nuclear protein 1, putative",,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1317900,"nucleolar complex protein 4, putative",,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1469300,"pre-rRNA-processing protein PNO1, putative",Sppno1,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0409200,"protein SOF1, putative",Spsof1,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1358100,"Sas10 domain-containing protein, putative",Spsas10 domain-containing protein,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1402500,"ribosomal protein S27a, putative",Sps27a,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0801500,"nucleolar protein 10, putative",,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0821500,"ribosomal RNA small subunit methyltransferase NEP1, putative",Spnep1,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1225500,"small subunit rRNA processing factor, putative",Sprna processing factor,NA,,
SSU_postA1_noRibosome,,0,PF3D7_0818400,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1225300,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1250000,"rRNA-processing protein FCF2, putative",Spfcf2,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1302700,"ATP-dependent RNA helicase DHR1, putative",Spdhr1,NA,,
SSU_postA1_noRibosome,,0,PF3D7_1449700,exosome complex exonuclease RRP6,Serrp6,NA,,
SSU_preA1,,0,PF3D7_1333600,"U3 small nucleolar RNA-associated protein 4, putative",Sprna-associated protein 4,NA,,
SSU_preA1,,0,PF3D7_0813300,"NPL domain-containing protein, putative",Spnpl domain-containing protein,NA,,
SSU_preA1,,0,PF3D7_1359000,"conserved Plasmodium protein, unknown function",Sfplasmodium protein,NA,,
SSU_preA1,,0,PF3D7_1352200,"U3 small nucleolar RNA-associated protein 15, putative",Sprna-associated protein 15,NA,,
SSU_preA1,,0,PF3D7_0802300,"periodic tryptophan protein 2, putative",,NA,,
SSU_preA1,,0,PF3D7_1307100,"U3 small nucleolar RNA-associated protein 6, putative",Sprna-associated protein 6,NA,,
SSU_preA1,,0,PF3D7_1448000,"U3 small nucleolar RNA-associated protein 12, putative",Sprna-associated protein 12,NA,,
SSU_preA1,,0,PF3D7_1013100,"U3 small nucleolar RNA-associated protein 13, putative",Sprna-associated protein 13,NA,,
SSU_preA1,,0,PF3D7_1224200,"BRO1 domain-containing protein, putative",Spbro1 domain-containing protein,NA,,
SSU_preA1,,0,PF3D7_1357700,"U3 small nucleolar RNA-associated protein 21, putative",Sprna-associated protein 21,NA,,
SSU_preA1,,0,PF3D7_1422400,"nucleolar RNA-associated protein, putative",Sprna-associated protein,NA,,
SSU_preA1,,0,PF3D7_0629600,"ribosomal RNA-processing protein 7, putative",Sprna-processing protein 7,NA,,
SSU_preA1,,0,PF3D7_1108400,"casein kinase 2, alpha subunit",,NA,,
SSU_preA1,,0,PF3D7_1103700,casein kinase II beta chain,Scii beta chain,NA,,
SSU_preA1,,0,PF3D7_1342400,casein kinase II beta chain,Scii beta chain,NA,,
SSU_preA1,,0,PF3D7_1407100,"rRNA 2'-O-methyltransferase fibrillarin, putative",Spo-methyltransferase fibrillarin,NA,,
SSU_preA1,,0,PF3D7_1118500,"nucleolar protein 56, putative",,NA,,
SSU_preA1,,0,PF3D7_1008800,"nucleolar protein 5, putative",,NA,,
SSU_preA1,,0,PF3D7_1123900,"13 kDa ribonucleoprotein-associated protein, putative",Spda ribonucleoprotein-associated protein,NA,,
SSU_preA1,,0,PF3D7_1226700,"U3 small nucleolar RNA-interacting protein 2, putative",Sprna-interacting protein 2,NA,,
SSU_preA1,,0,PF3D7_1027100,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",Spmpp10,NA,,
SSU_preA1,,0,PF3D7_1461200,"U3 small nucleolar ribonucleoprotein protein IMP3, putative",Spimp3,NA,,
SSU_preA1,,0,PF3D7_0818800,"U3 small nucleolar ribonucleoprotein protein IMP4, putative",Spimp4,NA,,
SSU_preA1,,0,PF3D7_0106700,small ribosomal subunit assembling AARP2 protein,Spaarp2 protein,NA,,
SSU_preA1,,0,PF3D7_1471000,"RNA 3'-terminal phosphate cyclase-like protein, putative",Sprna 3'-terminal phosphate cyclase-like protein,NA,,
SSU_preA1,,0,PF3D7_0722600,"U3 small nucleolar RNA-associated protein 7, putative",Sprna-associated protein 7,NA,,
SSU_preA1,,0,PF3D7_1247900,"U3 small nucleolar RNA-associated protein 11, putative",Sprna-associated protein 11,NA,,
SSU_preA1,,0,PF3D7_0803100,"U3 small nucleolar RNA-associated protein 14, putative",Sprna-associated protein 14,NA,,
SSU_preA1,,0,PF3D7_1109400,"essential nuclear protein 1, putative",,NA,,
SSU_preA1,,0,PF3D7_1317900,"nucleolar complex protein 4, putative",,NA,,
SSU_preA1,,0,PF3D7_1469300,"pre-rRNA-processing protein PNO1, putative",Sppno1,NA,,
SSU_preA1,,0,PF3D7_0409200,"protein SOF1, putative",Spsof1,NA,,
SSU_preA1,,0,PF3D7_1358100,"Sas10 domain-containing protein, putative",Spsas10 domain-containing protein,NA,,
SSU_preA1,,0,PF3D7_1020700,"N-acetyltransferase, GNAT family, putative",,NA,,
SSU_preA1,,0,PF3D7_1402500,"ribosomal protein S27a, putative",Sps27a,NA,,
SSU_preA1,,0,PF3D7_0801500,"nucleolar protein 10, putative",,NA,,
SSU_preA1,,0,PF3D7_0208200,"KRR1 small subunit processome component, putative",Spkrr1 small subunit processome component,NA,,
SSU_preA1,,0,PF3D7_0821500,"ribosomal RNA small subunit methyltransferase NEP1, putative",Spnep1,NA,,
SSU_preA1,,0,PF3D7_1225500,"small subunit rRNA processing factor, putative",Sprna processing factor,NA,,
SSU_preA1,,0,PF3D7_0818400,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_preA1,,0,PF3D7_1225300,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_preA1,,0,PF3D7_1250000,"rRNA-processing protein FCF2, putative",Spfcf2,NA,,
SSU_preA1,,0,PF3D7_0322900,"40S ribosomal protein S3A, putative",Spa,NA,,
SSU_preA1,,0,PF3D7_1105400,"40S ribosomal protein S4, putative",Sps4,NA,,
SSU_preA1,,0,PF3D7_0721600,"40S ribosomal protein S5, putative",Sps5,NA,,
SSU_preA1,,0,PF3D7_1342000,40S ribosomal protein S6,Sps6,NA,,
SSU_preA1,,0,PF3D7_1302800,"40S ribosomal protein S7, putative",Sps7,NA,,
SSU_preA1,,0,PF3D7_1408600,"40S ribosomal protein S8e, putative",Sps8e,NA,,
SSU_preA1,,0,PF3D7_0520000,"40S ribosomal protein S9, putative",Sps9,NA,,
SSU_preA1,,0,PF3D7_0317600,"40S ribosomal protein S11, putative",Sps11,NA,,
SSU_preA1,,0,PF3D7_0307100,"40S ribosomal protein S12, putative",Sps12,NA,,
SSU_preA1,,0,PF3D7_1358800,40S ribosomal protein S15,Sps15,NA,,
SSU_preA1,,0,PF3D7_0316800,"40S ribosomal protein S15A, putative",Spa,NA,,
SSU_preA1,,0,PF3D7_0813900,"40S ribosomal protein S16, putative",Sps16,NA,,
SSU_preA1,,0,PF3D7_1242700,"40S ribosomal protein S17, putative",Sps17,NA,,
SSU_preA1,,0,PF3D7_0306900,"40S ribosomal protein S23, putative",Sps23,NA,,
SSU_preA1,,0,PF3D7_0519400,40S ribosomal protein S24,Sps24,NA,,
SSU_preA1,,0,PF3D7_1308300,40S ribosomal protein S27,Sps27,NA,,
SSU_preA1,,0,PF3D7_1461300,"40S ribosomal protein S28e, putative",Sps28e,NA,,
SSU_postA1,,0,PF3D7_1333600,"U3 small nucleolar RNA-associated protein 4, putative",Sprna-associated protein 4,NA,,
SSU_postA1,,0,PF3D7_0813300,"NPL domain-containing protein, putative",Spnpl domain-containing protein,NA,,
SSU_postA1,,0,PF3D7_1359000,"conserved Plasmodium protein, unknown function",Sfplasmodium protein,NA,,
SSU_postA1,,0,PF3D7_1352200,"U3 small nucleolar RNA-associated protein 15, putative",Sprna-associated protein 15,NA,,
SSU_postA1,,0,PF3D7_0802300,"periodic tryptophan protein 2, putative",,NA,,
SSU_postA1,,0,PF3D7_1307100,"U3 small nucleolar RNA-associated protein 6, putative",Sprna-associated protein 6,NA,,
SSU_postA1,,0,PF3D7_1448000,"U3 small nucleolar RNA-associated protein 12, putative",Sprna-associated protein 12,NA,,
SSU_postA1,,0,PF3D7_1013100,"U3 small nucleolar RNA-associated protein 13, putative",Sprna-associated protein 13,NA,,
SSU_postA1,,0,PF3D7_1224200,"BRO1 domain-containing protein, putative",Spbro1 domain-containing protein,NA,,
SSU_postA1,,0,PF3D7_1357700,"U3 small nucleolar RNA-associated protein 21, putative",Sprna-associated protein 21,NA,,
SSU_postA1,,0,PF3D7_1422400,"nucleolar RNA-associated protein, putative",Sprna-associated protein,NA,,
SSU_postA1,,0,PF3D7_0629600,"ribosomal RNA-processing protein 7, putative",Sprna-processing protein 7,NA,,
SSU_postA1,,0,PF3D7_1108400,"casein kinase 2, alpha subunit",,NA,,
SSU_postA1,,0,PF3D7_1103700,casein kinase II beta chain,Scii beta chain,NA,,
SSU_postA1,,0,PF3D7_1342400,casein kinase II beta chain,Scii beta chain,NA,,
SSU_postA1,,0,PF3D7_1407100,"rRNA 2'-O-methyltransferase fibrillarin, putative",Spo-methyltransferase fibrillarin,NA,,
SSU_postA1,,0,PF3D7_1118500,"nucleolar protein 56, putative",,NA,,
SSU_postA1,,0,PF3D7_1008800,"nucleolar protein 5, putative",,NA,,
SSU_postA1,,0,PF3D7_1123900,"13 kDa ribonucleoprotein-associated protein, putative",Spda ribonucleoprotein-associated protein,NA,,
SSU_postA1,,0,PF3D7_1226700,"U3 small nucleolar RNA-interacting protein 2, putative",Sprna-interacting protein 2,NA,,
SSU_postA1,,0,PF3D7_1027100,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",Spmpp10,NA,,
SSU_postA1,,0,PF3D7_1461200,"U3 small nucleolar ribonucleoprotein protein IMP3, putative",Spimp3,NA,,
SSU_postA1,,0,PF3D7_0818800,"U3 small nucleolar ribonucleoprotein protein IMP4, putative",Spimp4,NA,,
SSU_postA1,,0,PF3D7_0106700,small ribosomal subunit assembling AARP2 protein,Spaarp2 protein,NA,,
SSU_postA1,,0,PF3D7_1471000,"RNA 3'-terminal phosphate cyclase-like protein, putative",Sprna 3'-terminal phosphate cyclase-like protein,NA,,
SSU_postA1,,0,PF3D7_0722600,"U3 small nucleolar RNA-associated protein 7, putative",Sprna-associated protein 7,NA,,
SSU_postA1,,0,PF3D7_1247900,"U3 small nucleolar RNA-associated protein 11, putative",Sprna-associated protein 11,NA,,
SSU_postA1,,0,PF3D7_0803100,"U3 small nucleolar RNA-associated protein 14, putative",Sprna-associated protein 14,NA,,
SSU_postA1,,0,PF3D7_1109400,"essential nuclear protein 1, putative",,NA,,
SSU_postA1,,0,PF3D7_1317900,"nucleolar complex protein 4, putative",,NA,,
SSU_postA1,,0,PF3D7_1469300,"pre-rRNA-processing protein PNO1, putative",Sppno1,NA,,
SSU_postA1,,0,PF3D7_0409200,"protein SOF1, putative",Spsof1,NA,,
SSU_postA1,,0,PF3D7_1358100,"Sas10 domain-containing protein, putative",Spsas10 domain-containing protein,NA,,
SSU_postA1,,0,PF3D7_1402500,"ribosomal protein S27a, putative",Sps27a,NA,,
SSU_postA1,,0,PF3D7_0801500,"nucleolar protein 10, putative",,NA,,
SSU_postA1,,0,PF3D7_0821500,"ribosomal RNA small subunit methyltransferase NEP1, putative",Spnep1,NA,,
SSU_postA1,,0,PF3D7_1225500,"small subunit rRNA processing factor, putative",Sprna processing factor,NA,,
SSU_postA1,,0,PF3D7_0818400,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_postA1,,0,PF3D7_1225300,"rRNA-processing protein FCF1, putative",Spfcf1,NA,,
SSU_postA1,,0,PF3D7_1250000,"rRNA-processing protein FCF2, putative",Spfcf2,NA,,
SSU_postA1,,0,PF3D7_1302700,"ATP-dependent RNA helicase DHR1, putative",Spdhr1,NA,,
SSU_postA1,,0,PF3D7_1449700,exosome complex exonuclease RRP6,Serrp6,NA,,
SSU_postA1,,0,PF3D7_0322900,"40S ribosomal protein S3A, putative",Spa,NA,,
SSU_postA1,,0,PF3D7_1105400,"40S ribosomal protein S4, putative",Sps4,NA,,
SSU_postA1,,0,PF3D7_0721600,"40S ribosomal protein S5, putative",Sps5,NA,,
SSU_postA1,,0,PF3D7_1342000,40S ribosomal protein S6,Sps6,NA,,
SSU_postA1,,0,PF3D7_1302800,"40S ribosomal protein S7, putative",Sps7,NA,,
SSU_postA1,,0,PF3D7_1408600,"40S ribosomal protein S8e, putative",Sps8e,NA,,
SSU_postA1,,0,PF3D7_0520000,"40S ribosomal protein S9, putative",Sps9,NA,,
SSU_postA1,,0,PF3D7_0317600,"40S ribosomal protein S11, putative",Sps11,NA,,
SSU_postA1,,0,PF3D7_0307100,"40S ribosomal protein S12, putative",Sps12,NA,,
SSU_postA1,,0,PF3D7_1358800,40S ribosomal protein S15,Sps15,NA,,
SSU_postA1,,0,PF3D7_0316800,"40S ribosomal protein S15A, putative",Spa,NA,,
SSU_postA1,,0,PF3D7_0813900,"40S ribosomal protein S16, putative",Sps16,NA,,
SSU_postA1,,0,PF3D7_1242700,"40S ribosomal protein S17, putative",Sps17,NA,,
SSU_postA1,,0,PF3D7_0306900,"40S ribosomal protein S23, putative",Sps23,NA,,
SSU_postA1,,0,PF3D7_0519400,40S ribosomal protein S24,Sps24,NA,,
SSU_postA1,,0,PF3D7_1308300,40S ribosomal protein S27,Sps27,NA,,
SSU_postA1,,0,PF3D7_1461300,"40S ribosomal protein S28e, putative",Sps28e,NA,,
SSU_postA1,,0,PF3D7_0422400,40S ribosomal protein S19,Sps19,NA,,
SSU_stateA_noRibosome,,0,PF3D7_1469300,"pre-rRNA-processing protein PNO1, putative",Sppno1,NA,,
SSU_stateA_noRibosome,,0,PF3D7_1109400,"essential nuclear protein 1, putative",,NA,,
SSU_stateA_noRibosome,,0,PF3D7_1451900,"ribosome biogenesis protein TSR1, putative",Sptsr1,NA,,
SSU_stateA_noRibosome,,0,PF3D7_0214400,"protein LTV1, putative",Spltv1,NA,,
SSU_stateA_noRibosome,,0,PF3D7_1407500,"multifunctional methyltransferase subunit TRM112, putative",Sptrm112,NA,,
SSU_stateA_noRibosome,,0,PF3D7_0522300,"18S rRNA (guanine-N(7))-methyltransferase, putative",Spn(7))-methyltransferase,NA,,
SSU_stateA,,0,PF3D7_1469300,"pre-rRNA-processing protein PNO1, putative",Sppno1,NA,,
SSU_stateA,,0,PF3D7_1109400,"essential nuclear protein 1, putative",,NA,,
SSU_stateA,,0,PF3D7_1451900,"ribosome biogenesis protein TSR1, putative",Sptsr1,NA,,
SSU_stateA,,0,PF3D7_0214400,"protein LTV1, putative",Spltv1,NA,,
SSU_stateA,,0,PF3D7_1407500,"multifunctional methyltransferase subunit TRM112, putative",Sptrm112,NA,,
SSU_stateA,,0,PF3D7_0522300,"18S rRNA (guanine-N(7))-methyltransferase, putative",Spn(7))-methyltransferase,NA,,
SSU_stateA,,0,PF3D7_0322900,"40S ribosomal protein S3A, putative",Spa,NA,,
SSU_stateA,,0,PF3D7_1105400,"40S ribosomal protein S4, putative",Sps4,NA,,
SSU_stateA,,0,PF3D7_0721600,"40S ribosomal protein S5, putative",Sps5,NA,,
SSU_stateA,,0,PF3D7_1342000,40S ribosomal protein S6,Sps6,NA,,
SSU_stateA,,0,PF3D7_1302800,"40S ribosomal protein S7, putative",Sps7,NA,,
SSU_stateA,,0,PF3D7_1408600,"40S ribosomal protein S8e, putative",Sps8e,NA,,
SSU_stateA,,0,PF3D7_0520000,"40S ribosomal protein S9, putative",Sps9,NA,,
