Complex,Complex name,Complex short name,Subunit,Protein name,Protein,Evidence level,Citation,Comment
ERMPC,ER membrane protein complex,ER membrane protein complex,PF3D7_0811200,"ER membrane protein complex subunit 1, putative",Eper membrane protein complex subunit 1,NA,,
ERMPC,ER membrane protein complex,ER membrane protein complex,PF3D7_1139900,"ER membrane protein complex subunit 8, putative",Eper membrane protein complex subunit 8,NA,,
ERMPC,ER membrane protein complex,ER membrane protein complex,PF3D7_1214400,"ER membrane protein complex subunit 6, putative",Eper membrane protein complex subunit 6,NA,,
ERMPC,ER membrane protein complex,ER membrane protein complex,PF3D7_1310500,"ER membrane protein complex subunit 7, putative",Eper membrane protein complex subunit 7,NA,,
ERMPC,ER membrane protein complex,ER membrane protein complex,PF3D7_1360200,"ER membrane protein complex subunit 3, putative",Eper membrane protein complex subunit 3,NA,,
ERMPC,ER membrane protein complex,ER membrane protein complex,PF3D7_1410000,"ER membrane protein complex subunit 2, putative",Eper membrane protein complex subunit 2,NA,,
ERMPC,ER membrane protein complex,ER membrane protein complex,PF3D7_1435400,"ER membrane protein complex subunit 4, putative",Eper membrane protein complex subunit 4,NA,,
IF2,Eukaryotic translation initiation factor 2,IF2,PF3D7_0728000,eukaryotic translation initiation factor 2 subunit alpha,PEukaryoticHA and IF2g-His pull-down in Xenopus oocytesA2,IF2b-HA and IF2g-His pull-down in Xenopus oocytes,Tellier et al (2016),
IF2,Eukaryotic translation initiation factor 2,IF2,PF3D7_1010600,eukaryotic translation initiation factor 2 subunit beta,PEukaryoticHA and IF2g-His pull-down in Xenopus oocytesA2,IF2b-HA and IF2g-His pull-down in Xenopus oocytes,Tellier et al (2016),
IF2,Eukaryotic translation initiation factor 2,IF2,PF3D7_1410600,"eukaryotic translation initiation factor 2 subunit gamma, putative",PEukaryoticHA and IF2g-His pull-down in Xenopus oocytesA2 subunit gamma,IF2b-HA and IF2g-His pull-down in Xenopus oocytes,Tellier et al (2016),
GAT,Glutamyl-tRNA(Gln) amidotransferase,Glutamyl-tRNA(Gln) amidotransferase,PF3D7_0416100,glutamyl-tRNA(Gln) amidotransferase subunit A,Gsa,NA,,
GAT,Glutamyl-tRNA(Gln) amidotransferase,Glutamyl-tRNA(Gln) amidotransferase,PF3D7_0628800,glutamyl-tRNA(Gln) amidotransferase subunit B,Gsb,NA,,
GC,Guanylyl cyclase,Guanylyl cyclase,PF3D7_1138400,guanylyl cyclase alpha,PGuanylylAAcyclase,NA,,
GC,Guanylyl cyclase,Guanylyl cyclase,PF3D7_1360500,guanylyl cyclase beta,PGuanylylAAcyclase,NA,,
SufSE,Sulfur Utilization Factor (SUF) system subcomplex SE,Sulfur Utilization Factor (SUF) system subcomplex SE,PF3D7_0716600,iron-sulfur cluster assembly protein SufS,Sus,anti-SufS WB pull-down,Charan et al (2014),
SufSE,Sulfur Utilization Factor (SUF) system subcomplex SE,Sulfur Utilization Factor (SUF) system subcomplex SE,PF3D7_0206100,iron-sulfur cluster assembly protein SufE,Sue,anti-SufS WB pull-down,Charan et al (2014),
SufBCD,Sulfur Utilization Factor (SUF) system subcomplex BCD,Sulfur Utilization Factor (SUF) system subcomplex BCD,PF3D7_API04700,iron-sulfur cluster assembly protein SufB,Sub,recombinant PfSufC-His pull-down,Kumar et al (2011),
SufBCD,Sulfur Utilization Factor (SUF) system subcomplex BCD,Sulfur Utilization Factor (SUF) system subcomplex BCD,PF3D7_1413500,iron-sulfur cluster assembly protein SufC,Suc,recombinant PfSufC-His pull-down,Kumar et al (2011),
SufBCD,Sulfur Utilization Factor (SUF) system subcomplex BCD,Sulfur Utilization Factor (SUF) system subcomplex BCD,PF3D7_1103400,iron-sulfur cluster assembly protein SufD,Sud,NA,,
SufABCD,Sulfur Utilization Factor (SUF) system subcomplex ABCD,SUF complex,PF3D7_0522700,iron-sulfur cluster assembly protein SufA,Sua,NA,,
SufABCD,Sulfur Utilization Factor (SUF) system subcomplex ABCD,SUF complex,PF3D7_API04700,iron-sulfur cluster assembly protein SufB,Sub,recombinant PfSufC-His pull-down,Kumar et al (2011),
SufABCD,Sulfur Utilization Factor (SUF) system subcomplex ABCD,SUF complex,PF3D7_1413500,iron-sulfur cluster assembly protein SufC,Suc,recombinant PfSufC-His pull-down,Kumar et al (2011),
SufABCD,Sulfur Utilization Factor (SUF) system subcomplex ABCD,SUF complex,PF3D7_1103400,iron-sulfur cluster assembly protein SufD,Sud,NA,,
Suf_ISCU,,0,PF3D7_1454500,iron-sulfur cluster assembly protein ISCU,Spiscu,NA,,
Suf_ISCU,,0,PF3D7_0522700,iron-sulfur cluster assembly protein SufA,Sua,NA,,
Suf_ISCU,,0,PF3D7_API04700,iron-sulfur cluster assembly protein SufB,Sub,recombinant PfSufC-His pull-down,Kumar et al (2011),
Suf_ISCU,,0,PF3D7_1413500,iron-sulfur cluster assembly protein SufC,Suc,recombinant PfSufC-His pull-down,Kumar et al (2011),
Suf_ISCU,,0,PF3D7_1103400,iron-sulfur cluster assembly protein SufD,Sud,NA,,
KPN_putative,Karyopherin ?,Karyopherin ?,PF3D7_0812400,karyopherin alpha,PKaryopherinbinant Karb-His pull-downLkaryopherin,recombinant Karb-His pull-down,Mohmmed et al (2003),
KPN_putative,Karyopherin ?,Karyopherin ?,PF3D7_0524000,karyopherin beta,PKaryopherinbinant Karb-His pull-downEkaryopherin,recombinant Karb-His pull-down,Mohmmed et al (2003),
LCCL,LCCL complex,LCCL complex,PF3D7_0109100,LCCL domain-containing protein,Lplccl domain-containing protein,LAP3-GFP pull-down,Tremp et al (2017),
LCCL,LCCL complex,LCCL complex,PF3D7_0903800,LCCL domain-containing protein,Lplccl domain-containing protein,LAP3-GFP pull-down,Tremp et al (2017),
LCCL,LCCL complex,LCCL complex,PF3D7_1407000,LCCL domain-containing protein,Lplccl domain-containing protein,LAP3-GFP pull-down,Tremp et al (2017),
LCCL,LCCL complex,LCCL complex,PF3D7_1451600,LCCL domain-containing protein,Lplccl domain-containing protein,LAP3-GFP pull-down,Tremp et al (2017),
LCCL,LCCL complex,LCCL complex,PF3D7_1455800,LCCL domain-containing protein,Lplccl domain-containing protein,LAP3-GFP pull-down,Tremp et al (2017),
LCCL,LCCL complex,LCCL complex,PF3D7_1475500,LCCL domain-containing protein,Lplccl domain-containing protein,LAP3-GFP pull-down,Tremp et al (2017),
NDC80,NCD80 kinetochore complex,NCD80 kinetochore complex,PF3D7_0616200,kinetochore protein NDC80,Npndc80,NDC80-GFP pull-down,Zeeshan et al (2021),
NDC80,NCD80 kinetochore complex,NCD80 kinetochore complex,PF3D7_0316500,"kinetochore protein NUF2, putative",Npnuf2,NDC80-GFP pull-down,Zeeshan et al (2021),
NDC80,NCD80 kinetochore complex,NCD80 kinetochore complex,PF3D7_1227600,"kinetochore protein SPC24, putative",Npspc24,NDC80-GFP pull-down,Zeeshan et al (2021),
NDC80,NCD80 kinetochore complex,NCD80 kinetochore complex,PF3D7_1345900,"kinetochore protein SPC25, putative",Npspc25,NDC80-GFP pull-down,Zeeshan et al (2021),
PAM,Presequence translocase-associated motor (PAM) complex,PAM complex,PF3D7_1134000,heat shock protein 70,PPresequenceAO70,NA,,
PAM,Presequence translocase-associated motor (PAM) complex,PAM complex,PF3D7_1125400,"mitochondrial import inner membrane translocase subunit TIM44, putative",Pptim44,NA,,
PAM,Presequence translocase-associated motor (PAM) complex,PAM complex,PF3D7_1124700,"GrpE protein homolog, mitochondrial, putative",Ppe protein homolog,NA,,
PAM,Presequence translocase-associated motor (PAM) complex,PAM complex,PF3D7_0724400,"mitochondrial import inner membrane translocase subunit TIM14, putative",Pptim14,NA,,
PAM,Presequence translocase-associated motor (PAM) complex,PAM complex,PF3D7_0513500,"mitochondrial import inner membrane translocase subunit TIM16, putative",Pptim16,NA,,
TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,PF3D7_0726900,"mitochondrial import inner membrane translocase subunit TIM50, putative",Tptim50,NA,,
TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,PF3D7_1125400,"mitochondrial import inner membrane translocase subunit TIM44, putative",Tptim44,NA,,
TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,PF3D7_1356200,"mitochondrial import inner membrane translocase subunit TIM23, putative",Tptim23,NA,,
TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,Translocase of the inner membrane (TIM) subcomplex TIM23,PF3D7_1434700,"mitochondrial import inner membrane translocase subunit TIM17, putative",Tptim17,NA,,
TIM8_13,Translocase of the inner membrane (TIM) subcomplex TIM8/13,Translocase of the inner membrane (TIM) subcomplex TIM8/13,PF3D7_1421500,"mitochondrial import inner membrane translocase subunit TIM8, putative",Tptim8,NA,,
TIM8_13,Translocase of the inner membrane (TIM) subcomplex TIM8/13,Translocase of the inner membrane (TIM) subcomplex TIM8/13,PF3D7_1242900,"mitochondrial import inner membrane translocase subunit TIM13, putative",Tptim13,NA,,
TIM9_10,Translocase of the inner membrane (TIM) subcomplex TIM9/10,TIM9/10,PF3D7_1208600,"mitochondrial import inner membrane translocase subunit TIM10, putative",Tptim10,NA,,
TIM9_10,Translocase of the inner membrane (TIM) subcomplex TIM9/10,TIM9/10,PF3D7_1368600,"mitochondrial import inner membrane translocase subunit TIM9, putative",Tptim9,NA,,
TOM,Translocase of the outer membrane,Translocase of the outer membrane,PF3D7_1432100,voltage-dependent anion-selective channel protein,PTranslocaseADselective channel,NA,,
TOM,Translocase of the outer membrane,Translocase of the outer membrane,PF3D7_0823700,"mitochondrial import receptor subunit TOM7, putative",Tptom7,NA,,
TOM,Translocase of the outer membrane,Translocase of the outer membrane,PF3D7_0524700,"mitochondrial import receptor subunit TOM22, putative",Tptom22,NA,,
TOM,Translocase of the outer membrane,Translocase of the outer membrane,PF3D7_0617000,"mitochondrial import receptor subunit TOM40, putative",Tptom40,NA,,
OXA,OXA complex,OXA complex,PF3D7_0828400,"mitochondrial inner membrane protein OXA1, putative",Opoxa1,NA,,
OXA,OXA complex,OXA complex,PF3D7_0417300,"LETM1-like protein, putative",Opletm1-like protein,NA,,
MPC,Mitochondrial pyruvate carrier protein complex,Mitochondrial pyruvate carrier protein complex,PF3D7_1340800,"mitochondrial pyruvate carrier protein 1, putative",PMitochondrialA 1,NA,,
MPC,Mitochondrial pyruvate carrier protein complex,Mitochondrial pyruvate carrier protein complex,PF3D7_1470400,"mitochondrial pyruvate carrier protein 2, putative",PMitochondrialA 2,NA,,
MCE,mRNA-capping enzyme,mRNA-capping enzyme,PF3D7_0322100,mRNA-capping enzyme subunit beta,Mbrna-capping enzyme subunit beta,NA,,
MCE,mRNA-capping enzyme,mRNA-capping enzyme,PF3D7_1414600,mRNA-capping enzyme subunit alpha,Marna-capping enzyme subunit alpha,NA,,
Nd_core,Non-discharged protein complex,Non-discharged protein complex,PF3D7_0508500,"ND6 protein, putative",Npnd6 protein,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
Nd_core,Non-discharged protein complex,Non-discharged protein complex,PF3D7_1232700,Nd9 protein,Npnd9 protein,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
Nd_core,Non-discharged protein complex,Non-discharged protein complex,PF3D7_1455600,"ferlin, putative",PNonA pull-down in ToxoplasmaIferlin,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
Nd,Non-discharged protein complex,Non-discharged protein complex,PF3D7_0508500,"ND6 protein, putative",Npnd6 protein,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
Nd,Non-discharged protein complex,Non-discharged protein complex,PF3D7_1232700,Nd9 protein,Npnd9 protein,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
Nd,Non-discharged protein complex,Non-discharged protein complex,PF3D7_1455600,"ferlin, putative",PNonA pull-down in ToxoplasmaIferlin,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
Nd,Non-discharged protein complex,Non-discharged protein complex,PF3D7_1140900,"NdP1 protein, putative",Npp1 protein,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
Nd,Non-discharged protein complex,Non-discharged protein complex,PF3D7_0603800,"NdP2 protein, putative",Npp2 protein,Nd9-HA pull-down in Toxoplasma,Aquilini et al (2021),
NEDDylation,NEDD8-activating enzyme,NEDD8-activating enzyme,PF3D7_1245300,"NEDD8-conjugating enzyme UBC12, putative",Npubc12,NA,,
NEDDylation,NEDD8-activating enzyme,NEDD8-activating enzyme,PF3D7_0817000,"NEDD8-activating enzyme E1 catalytic subunit, putative",Npe1 catalytic subunit,NA,,
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_0109000,photosensitized INA-labeled protein PHIL1,Ppphil1,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_1355600,PhIL1 interacting protein PIP1,Pppip1,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_1431100,PhIL1 interacting protein PIP2,Pppip2,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_0708800,heat shock protein 110,PPhiL-GFP pull-downO110,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_0918000,glideosome-associated protein 50,PPhiL-GFP pull-downSassociated protein 50,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_1430800,PhIL1 interacting protein PIP3,Pppip3,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_0423500,glideosome associated protein with multiple membrane spans 2,PPhiL-GFP pull-downS2,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_core,PhiL1 complex,PhiL1 complex,PF3D7_1323700,glideosome associated protein with multiple membrane spans 1,PPhiL-GFP pull-downS1,PhiL1-GFP pull-down,Scheinder et al (2017),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0109000,photosensitized INA-labeled protein PHIL1,Ppphil1,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_1355600,PhIL1 interacting protein PIP1,Pppip1,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_1431100,PhIL1 interacting protein PIP2,Pppip2,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0708800,heat shock protein 110,PPhiL-BirA bioIDO110,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0918000,glideosome-associated protein 50,PPhiL-BirA bioIDSassociated protein 50,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_1430800,PhIL1 interacting protein PIP3,Pppip3,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0423500,glideosome associated protein with multiple membrane spans 2,PPhiL-BirA bioIDS2,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_1323700,glideosome associated protein with multiple membrane spans 1,PPhiL-BirA bioIDS1,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_1229300,PhIL1-interacting candidate PIC1,Pcpic1,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0822900,PhIL1-interacting candidate PIC2,Pcpic2,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0415800,PhIL1-interacting candidate PIC3,Pcpic3,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0308300,PhIL1-interacting candidate PIC4,Pcpic4,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_1310700,PhIL1-interacting candidate PIC5,Pcpic5,PhiL1-BirA bioID,Wichers et al (2021),
PhiL1_candidates,PhiL1 complex,PhiL1 complex,PF3D7_0530300,PhIL1-interacting candidate PIC6,Pcpic6,PhiL1-BirA bioID,Wichers et al (2021),
PIG,phosphatidylinositol N-acetylglucosaminyltransferase,phosphatidylinositol N-acetylglucosaminyltransferase,PF3D7_1032400,"phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative",Ppa,NA,,
PIG,phosphatidylinositol N-acetylglucosaminyltransferase,phosphatidylinositol N-acetylglucosaminyltransferase,PF3D7_0618900,phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1,Psgpi1,NA,,
PIG,phosphatidylinositol N-acetylglucosaminyltransferase,phosphatidylinositol N-acetylglucosaminyltransferase,PF3D7_0618900,phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1,Psgpi1,NA,,
PIG,phosphatidylinositol N-acetylglucosaminyltransferase,phosphatidylinositol N-acetylglucosaminyltransferase,PF3D7_0911000,"phosphatidylinositol N-acetylglucosaminyltransferase, putative",Ppn-acetylglucosaminyltransferase,NA,,
PIG,phosphatidylinositol N-acetylglucosaminyltransferase,phosphatidylinositol N-acetylglucosaminyltransferase,PF3D7_0935300,"phosphatidylinositol N-acetylglucosaminyltransferase subunit P, putative",Ppp,NA,,
PIG,phosphatidylinositol N-acetylglucosaminyltransferase,phosphatidylinositol N-acetylglucosaminyltransferase,PF3D7_1141400,"phosphatidylinositol N-acetylglucosaminyltransferase subunit H, putative",Pph,NA,,
qTRT,queuine tRNA-ribosyltransferase,qTRT,PF3D7_0717400,"queuine tRNA-ribosyltransferase, putative",Qprna-ribosyltransferase,NA,,
qTRT,queuine tRNA-ribosyltransferase,qTRT,PF3D7_1434100,"queuine tRNA-ribosyltransferase, putative",Qprna-ribosyltransferase,NA,,
RNH,ribonuclease H2,Ribonuclease H2,PF3D7_0623900,"ribonuclease H2 subunit A, putative",Rpa,NA,,
RNH,ribonuclease H2,Ribonuclease H2,PF3D7_1435100,"ribonuclease H2 subunit B, putative",Rpb,NA,,
RNH,ribonuclease H2,Ribonuclease H2,PF3D7_0915200,"ribonuclease H2 subunit C, putative",Rpc,NA,,
RNP,ribonuclease P,Ribonuclease P,PF3D7_0627900,"ribonuclease P protein subunit p29, putative",Rpp protein subunit p29,NA,,
RNP,ribonuclease P,Ribonuclease P,PF3D7_1327200,"ribonuclease P protein subunit RPR2, putative",Rprpr2,NA,,
RNP,ribonuclease P,Ribonuclease P,PF3D7_0621500,"ribonuclease P/MRP protein subunit RPP1, putative",Rprpp1,NA,,
RNP,ribonuclease P,Ribonuclease P,PF3D7_0709600,"ribonucleases P/MRP protein subunit POP1, putative",Rppop1,NA,,
RNR,ribonucleoside-diphosphate reductase,RNR,PF3D7_1437200,"ribonucleoside-diphosphate reductase large subunit, putative",PribonucleosidePfR2 WB pull-downEdiphosphate reductase large subunit,anti-PfR2 WB pull-down,Ricard et al (2005),
RNR,ribonucleoside-diphosphate reductase,RNR,PF3D7_1015800,"ribonucleoside-diphosphate reductase small chain, putative",PribonucleosidePfR2 WB pull-downEdiphosphate reductase small chain,anti-PfR2 WB pull-down,Ricard et al (2005),
RNR,ribonucleoside-diphosphate reductase,RNR,PF3D7_1405600,"ribonucleoside-diphosphate reductase small chain, putative",PribonucleosidePfR2 WB pull-downEdiphosphate reductase small chain,anti-PfR2 WB pull-down,Ricard et al (2005),
ribosomal_subunits_uncategorized,,0,PF3D7_1368400,"ribosomal protein L1, putative",Rpl1,NA,,
ribosomal_subunits_uncategorized,,0,PF3D7_API01400,"ribosomal protein L23, putative",Rpl23,NA,,
ribosomal_subunits_uncategorized,,0,PF3D7_0406800,"ribosomal protein L25, putative",Rpl25,NA,,
ribosomal_subunits_uncategorized,,0,PF3D7_1456600,"ribosomal protein L28, mitochondrial, putative",Rpl28,NA,,
ribosomal_subunits_uncategorized,,0,PF3D7_1402500,"ribosomal protein S27a, putative",Rps27a,NA,,
ribosomal_subunits_uncategorized,,0,PF3D7_API01700,"ribosomal protein S3, putative",Rps3,NA,,
ribosomal_subunits_uncategorized,,0,PF3D7_0707900,"ribosomal protein S8e, putative",Rps8e,NA,,
TFIIH,TFIIH basal transcription factor ,TFIIH basal transcription factor ,PF3D7_1037600,"TFIIH basal transcription factor complex helicase XPB subunit, putative",Tpxpb subunit,NA,,
TFIIH,TFIIH basal transcription factor ,TFIIH basal transcription factor ,PF3D7_0934100,TFIIH basal transcription factor complex helicase XPD subunit,Tsxpd subunit,NA,,
TFIIH,TFIIH basal transcription factor ,TFIIH basal transcription factor ,PF3D7_0323600,"BSD domain-containing protein, putative",Tpbsd domain-containing protein,NA,,
TFIIH,TFIIH basal transcription factor ,TFIIH basal transcription factor ,PF3D7_1244200,"RNA polymerase II transcription factor B subunit 2, putative",Tpb subunit 2,NA,,
TFIIH,TFIIH basal transcription factor ,TFIIH basal transcription factor ,PF3D7_1314900,general transcription factor IIH subunit 2,Tsiih subunit 2,NA,,
TFIIH,TFIIH basal transcription factor ,TFIIH basal transcription factor ,PF3D7_1353500,"RNA polymerase II transcription factor B subunit 4, putative",Tpb subunit 4,NA,,
TFIIH,TFIIH basal transcription factor ,TFIIH basal transcription factor ,PF3D7_1441900,"RNA polymerase II transcription factor B subunit 5, putative",Tpb subunit 5,NA,,
SSU_UtpA,,UTPA complex,PF3D7_1333600,"U3 small nucleolar RNA-associated protein 4, putative",Sprna-associated protein 4,NA,,
SSU_UtpA,,UTPA complex,PF3D7_0813300,"NPL domain-containing protein, putative",Spnpl domain-containing protein,NA,,
SSU_UtpA,,UTPA complex,PF3D7_1359000,"conserved Plasmodium protein, unknown function",Sfplasmodium protein,NA,,
SSU_UtpA,,UTPA complex,PF3D7_1352200,"U3 small nucleolar RNA-associated protein 15, putative",Sprna-associated protein 15,NA,,
SSU_UtpB,UTPB complex,UTPB complex,PF3D7_0802300,"periodic tryptophan protein 2, putative",,NA,,
SSU_UtpB,UTPB complex,UTPB complex,PF3D7_1307100,"U3 small nucleolar RNA-associated protein 6, putative",Sprna-associated protein 6,NA,,
SSU_UtpB,UTPB complex,UTPB complex,PF3D7_1448000,"U3 small nucleolar RNA-associated protein 12, putative",Sprna-associated protein 12,NA,,
SSU_UtpB,UTPB complex,UTPB complex,PF3D7_1013100,"U3 small nucleolar RNA-associated protein 13, putative",Sprna-associated protein 13,NA,,
SSU_UtpB,UTPB complex,UTPB complex,PF3D7_1224200,"BRO1 domain-containing protein, putative",Spbro1 domain-containing protein,NA,,
SSU_UtpB,UTPB complex,UTPB complex,PF3D7_1357700,"U3 small nucleolar RNA-associated protein 21, putative",Sprna-associated protein 21,NA,,
SSU_UtpC,UTPC complex,UTPC complex,PF3D7_1422400,"nucleolar RNA-associated protein, putative",Sprna-associated protein,NA,,
SSU_UtpC,UTPC complex,UTPC complex,PF3D7_0629600,"ribosomal RNA-processing protein 7, putative",Sprna-processing protein 7,NA,,
SSU_UtpC,UTPC complex,UTPC complex,PF3D7_1108400,"casein kinase 2, alpha subunit",,NA,,
SSU_UtpC,UTPC complex,UTPC complex,PF3D7_1103700,casein kinase II beta chain,Scii beta chain,NA,,
SSU_UtpC,UTPC complex,UTPC complex,PF3D7_1342400,casein kinase II beta chain,Scii beta chain,NA,,
SSU_U3SNO_RNP,,0,PF3D7_1407100,"rRNA 2'-O-methyltransferase fibrillarin, putative",Spo-methyltransferase fibrillarin,NA,,
SSU_U3SNO_RNP,,0,PF3D7_1118500,"nucleolar protein 56, putative",,NA,,
SSU_U3SNO_RNP,,0,PF3D7_1008800,"nucleolar protein 5, putative",,NA,,
SSU_U3SNO_RNP,,0,PF3D7_1123900,"13 kDa ribonucleoprotein-associated protein, putative",Spda ribonucleoprotein-associated protein,NA,,
SSU_U3SNO_RNP,,0,PF3D7_1226700,"U3 small nucleolar RNA-interacting protein 2, putative",Sprna-interacting protein 2,NA,,
SSU_MPP10,,0,PF3D7_1027100,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",Spmpp10,NA,,
SSU_MPP10,,0,PF3D7_1461200,"U3 small nucleolar ribonucleoprotein protein IMP3, putative",Spimp3,NA,,
SSU_MPP10,,0,PF3D7_0818800,"U3 small nucleolar ribonucleoprotein protein IMP4, putative",Spimp4,NA,,
SSU_BMS1_RCL1,,0,PF3D7_0106700,small ribosomal subunit assembling AARP2 protein,Spaarp2 protein,NA,,
SSU_BMS1_RCL1,,0,PF3D7_1471000,"RNA 3'-terminal phosphate cyclase-like protein, putative",Sprna 3'-terminal phosphate cyclase-like protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1333600,"U3 small nucleolar RNA-associated protein 4, putative",Sprna-associated protein 4,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0813300,"NPL domain-containing protein, putative",Spnpl domain-containing protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1359000,"conserved Plasmodium protein, unknown function",Sfplasmodium protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1352200,"U3 small nucleolar RNA-associated protein 15, putative",Sprna-associated protein 15,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0802300,"periodic tryptophan protein 2, putative",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1307100,"U3 small nucleolar RNA-associated protein 6, putative",Sprna-associated protein 6,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1448000,"U3 small nucleolar RNA-associated protein 12, putative",Sprna-associated protein 12,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1013100,"U3 small nucleolar RNA-associated protein 13, putative",Sprna-associated protein 13,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1224200,"BRO1 domain-containing protein, putative",Spbro1 domain-containing protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1357700,"U3 small nucleolar RNA-associated protein 21, putative",Sprna-associated protein 21,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1422400,"nucleolar RNA-associated protein, putative",Sprna-associated protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0629600,"ribosomal RNA-processing protein 7, putative",Sprna-processing protein 7,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1108400,"casein kinase 2, alpha subunit",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1103700,casein kinase II beta chain,Scii beta chain,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1342400,casein kinase II beta chain,Scii beta chain,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1407100,"rRNA 2'-O-methyltransferase fibrillarin, putative",Spo-methyltransferase fibrillarin,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1118500,"nucleolar protein 56, putative",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1008800,"nucleolar protein 5, putative",,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1123900,"13 kDa ribonucleoprotein-associated protein, putative",Spda ribonucleoprotein-associated protein,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1226700,"U3 small nucleolar RNA-interacting protein 2, putative",Sprna-interacting protein 2,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1027100,"U3 small nucleolar ribonucleoprotein protein MPP10, putative",Spmpp10,NA,,
SSU_preA1_noRibosome,,0,PF3D7_1461200,"U3 small nucleolar ribonucleoprotein protein IMP3, putative",Spimp3,NA,,
SSU_preA1_noRibosome,,0,PF3D7_0818800,"U3 small nucleolar ribonucleoprotein protein IMP4, putative",Spimp4,NA,,
